From	To	Species	Gene Name
ALS2	ENSMUST00000188469	Mus musculus	amyotrophic lateral sclerosis 2 (juvenile)(Als2)
ALS2	ENSMUST00000027178	Mus musculus	amyotrophic lateral sclerosis 2 (juvenile)(Als2)
ALS2	ENSMUST00000163058	Mus musculus	amyotrophic lateral sclerosis 2 (juvenile)(Als2)
ALS2	ENSMUST00000160945	Mus musculus	amyotrophic lateral sclerosis 2 (juvenile)(Als2)
NAT8L	ENSMUST00000201041	Mus musculus	N-acetyltransferase 8-like(Nat8l)
NAT8L	ENSMUST00000056355	Mus musculus	N-acetyltransferase 8-like(Nat8l)
GM266	ENSMUST00000010673	Mus musculus	predicted gene 266(Gm266)
DNAH8	ENSMUST00000170651	Mus musculus	dynein, axonemal, heavy chain 8(Dnah8)
ASAP3	ENSMUST00000047526	Mus musculus	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3(Asap3)
AGPAT3	ENSMUST00000146296	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 3(Agpat3)
AGPAT3	ENSMUST00000105390	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 3(Agpat3)
AGPAT3	ENSMUST00000001240	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 3(Agpat3)
AGPAT3	ENSMUST00000138035	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 3(Agpat3)
AGPAT3	ENSMUST00000105387	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 3(Agpat3)
AGPAT3	ENSMUST00000105388	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 3(Agpat3)
AGPAT3	ENSMUST00000105389	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 3(Agpat3)
AGPAT3	ENSMUST00000146899	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 3(Agpat3)
AGPAT3	ENSMUST00000150828	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 3(Agpat3)
AGPAT3	ENSMUST00000166360	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 3(Agpat3)
AGPAT3	ENSMUST00000139282	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 3(Agpat3)
PSMB10	ENSMUST00000034369	Mus musculus	proteasome (prosome, macropain) subunit, beta type 10(Psmb10)
CAND2	ENSMUST00000075995	Mus musculus	cullin-associated and neddylation-dissociated 2 (putative)(Cand2)
CYTH4	ENSMUST00000043069	Mus musculus	cytohesin 4(Cyth4)
GNG7	ENSMUST00000099462	Mus musculus	guanine nucleotide binding protein (G protein), gamma 7(Gng7)
GNG7	ENSMUST00000118233	Mus musculus	guanine nucleotide binding protein (G protein), gamma 7(Gng7)
GNG7	ENSMUST00000118465	Mus musculus	guanine nucleotide binding protein (G protein), gamma 7(Gng7)
GNG7	ENSMUST00000092285	Mus musculus	guanine nucleotide binding protein (G protein), gamma 7(Gng7)
GNG7	ENSMUST00000117805	Mus musculus	guanine nucleotide binding protein (G protein), gamma 7(Gng7)
GNG7	ENSMUST00000126317	Mus musculus	guanine nucleotide binding protein (G protein), gamma 7(Gng7)
POLD1	ENSMUST00000141742	Mus musculus	polymerase (DNA directed), delta 1, catalytic subunit(Pold1)
POLD1	ENSMUST00000151793	Mus musculus	polymerase (DNA directed), delta 1, catalytic subunit(Pold1)
POLD1	ENSMUST00000136225	Mus musculus	polymerase (DNA directed), delta 1, catalytic subunit(Pold1)
POLD1	ENSMUST00000132268	Mus musculus	polymerase (DNA directed), delta 1, catalytic subunit(Pold1)
POLD1	ENSMUST00000147503	Mus musculus	polymerase (DNA directed), delta 1, catalytic subunit(Pold1)
POLD1	ENSMUST00000154783	Mus musculus	polymerase (DNA directed), delta 1, catalytic subunit(Pold1)
POLD1	ENSMUST00000138746	Mus musculus	polymerase (DNA directed), delta 1, catalytic subunit(Pold1)
POLD1	ENSMUST00000145956	Mus musculus	polymerase (DNA directed), delta 1, catalytic subunit(Pold1)
POLD1	ENSMUST00000049343	Mus musculus	polymerase (DNA directed), delta 1, catalytic subunit(Pold1)
POLD2	ENSMUST00000153995	Mus musculus	polymerase (DNA directed), delta 2, regulatory subunit(Pold2)
POLD2	ENSMUST00000136714	Mus musculus	polymerase (DNA directed), delta 2, regulatory subunit(Pold2)
POLD2	ENSMUST00000141907	Mus musculus	polymerase (DNA directed), delta 2, regulatory subunit(Pold2)
POLD2	ENSMUST00000102922	Mus musculus	polymerase (DNA directed), delta 2, regulatory subunit(Pold2)
POLD2	ENSMUST00000134957	Mus musculus	polymerase (DNA directed), delta 2, regulatory subunit(Pold2)
MTA2	ENSMUST00000151386	Mus musculus	metastasis-associated gene family, member 2(Mta2)
MTA2	ENSMUST00000096240	Mus musculus	metastasis-associated gene family, member 2(Mta2)
MTA2	ENSMUST00000169535	Mus musculus	metastasis-associated gene family, member 2(Mta2)
MTA2	ENSMUST00000132463	Mus musculus	metastasis-associated gene family, member 2(Mta2)
MTA2	ENSMUST00000135300	Mus musculus	metastasis-associated gene family, member 2(Mta2)
MTA2	ENSMUST00000137956	Mus musculus	metastasis-associated gene family, member 2(Mta2)
CYTH1	ENSMUST00000017276	Mus musculus	cytohesin 1(Cyth1)
CYTH1	ENSMUST00000151165	Mus musculus	cytohesin 1(Cyth1)
CYTH1	ENSMUST00000141243	Mus musculus	cytohesin 1(Cyth1)
CYTH1	ENSMUST00000100181	Mus musculus	cytohesin 1(Cyth1)
CYTH1	ENSMUST00000106302	Mus musculus	cytohesin 1(Cyth1)
CYTH1	ENSMUST00000131115	Mus musculus	cytohesin 1(Cyth1)
CYTH1	ENSMUST00000106305	Mus musculus	cytohesin 1(Cyth1)
RRM2	ENSMUST00000154588	Mus musculus	ribonucleotide reductase M2(Rrm2)
RRM2	ENSMUST00000020980	Mus musculus	ribonucleotide reductase M2(Rrm2)
RRM2	ENSMUST00000153058	Mus musculus	ribonucleotide reductase M2(Rrm2)
RRM2	ENSMUST00000147789	Mus musculus	ribonucleotide reductase M2(Rrm2)
CD209F	ENSMUST00000128568	Mus musculus	CD209f antigen(Cd209f)
CD209F	ENSMUST00000207294	Mus musculus	CD209f antigen(Cd209f)
CD209F	ENSMUST00000145007	Mus musculus	CD209f antigen(Cd209f)
CD209F	ENSMUST00000156276	Mus musculus	CD209f antigen(Cd209f)
CD209F	ENSMUST00000138439	Mus musculus	CD209f antigen(Cd209f)
H2-AA	ENSMUST00000174751	Mus musculus	histocompatibility 2, class II antigen A, alpha(H2-Aa)
H2-AA	ENSMUST00000165139	Mus musculus	histocompatibility 2, class II antigen A, alpha(H2-Aa)
H2-AA	ENSMUST00000040655	Mus musculus	histocompatibility 2, class II antigen A, alpha(H2-Aa)
H2-AA	ENSMUST00000173944	Mus musculus	histocompatibility 2, class II antigen A, alpha(H2-Aa)
GALE	ENSMUST00000102541	Mus musculus	galactose-4-epimerase, UDP(Gale)
GALE	ENSMUST00000102540	Mus musculus	galactose-4-epimerase, UDP(Gale)
GALE	ENSMUST00000150430	Mus musculus	galactose-4-epimerase, UDP(Gale)
GALE	ENSMUST00000153542	Mus musculus	galactose-4-epimerase, UDP(Gale)
GALE	ENSMUST00000128929	Mus musculus	galactose-4-epimerase, UDP(Gale)
GALE	ENSMUST00000149636	Mus musculus	galactose-4-epimerase, UDP(Gale)
GALE	ENSMUST00000143304	Mus musculus	galactose-4-epimerase, UDP(Gale)
CD5	ENSMUST00000025571	Mus musculus	CD5 antigen(Cd5)
POLE2	ENSMUST00000021359	Mus musculus	polymerase (DNA directed), epsilon 2 (p59 subunit)(Pole2)
GALM	ENSMUST00000039205	Mus musculus	galactose mutarotase(Galm)
GALM	ENSMUST00000133955	Mus musculus	galactose mutarotase(Galm)
BNIPL	ENSMUST00000107195	Mus musculus	BCL2/adenovirus E1B 19kD interacting protein like(Bnipl)
BNIPL	ENSMUST00000176070	Mus musculus	BCL2/adenovirus E1B 19kD interacting protein like(Bnipl)
BNIPL	ENSMUST00000098871	Mus musculus	BCL2/adenovirus E1B 19kD interacting protein like(Bnipl)
BNIPL	ENSMUST00000125515	Mus musculus	BCL2/adenovirus E1B 19kD interacting protein like(Bnipl)
BNIPL	ENSMUST00000137250	Mus musculus	BCL2/adenovirus E1B 19kD interacting protein like(Bnipl)
CDA	ENSMUST00000030535	Mus musculus	cytidine deaminase(Cda)
CDA	ENSMUST00000144986	Mus musculus	cytidine deaminase(Cda)
ARPC5L	ENSMUST00000090993	Mus musculus	actin related protein 2/3 complex, subunit 5-like(Arpc5l)
ARPC5L	ENSMUST00000112862	Mus musculus	actin related protein 2/3 complex, subunit 5-like(Arpc5l)
ARPC5L	ENSMUST00000141467	Mus musculus	actin related protein 2/3 complex, subunit 5-like(Arpc5l)
ARPC5L	ENSMUST00000135049	Mus musculus	actin related protein 2/3 complex, subunit 5-like(Arpc5l)
ARPC5L	ENSMUST00000204825	Mus musculus	actin related protein 2/3 complex, subunit 5-like(Arpc5l)
MSANTD3	ENSMUST00000064807	Mus musculus	Myb/SANT-like DNA-binding domain containing 3(Msantd3)
MSANTD3	ENSMUST00000107704	Mus musculus	Myb/SANT-like DNA-binding domain containing 3(Msantd3)
MSANTD3	ENSMUST00000146240	Mus musculus	Myb/SANT-like DNA-binding domain containing 3(Msantd3)
MSANTD3	ENSMUST00000132360	Mus musculus	Myb/SANT-like DNA-binding domain containing 3(Msantd3)
MSANTD3	ENSMUST00000061135	Mus musculus	Myb/SANT-like DNA-binding domain containing 3(Msantd3)
PHB2	ENSMUST00000004375	Mus musculus	prohibitin 2(Phb2)
PHB2	ENSMUST00000143000	Mus musculus	prohibitin 2(Phb2)
PHB2	ENSMUST00000147974	Mus musculus	prohibitin 2(Phb2)
PHB2	ENSMUST00000129422	Mus musculus	prohibitin 2(Phb2)
PHB2	ENSMUST00000150847	Mus musculus	prohibitin 2(Phb2)
PHB2	ENSMUST00000145447	Mus musculus	prohibitin 2(Phb2)
PHB2	ENSMUST00000130279	Mus musculus	prohibitin 2(Phb2)
PHB2	ENSMUST00000124779	Mus musculus	prohibitin 2(Phb2)
FAM122B	ENSMUST00000114841	Mus musculus	family with sequence similarity 122, member B(Fam122b)
FAM122B	ENSMUST00000071023	Mus musculus	family with sequence similarity 122, member B(Fam122b)
FAM122B	ENSMUST00000114838	Mus musculus	family with sequence similarity 122, member B(Fam122b)
FAM122B	ENSMUST00000143069	Mus musculus	family with sequence similarity 122, member B(Fam122b)
GM3716	ENSMUST00000196283	Mus musculus	predicted gene 3716(Gm3716)
GM3716	ENSMUST00000198582	Mus musculus	predicted gene 3716(Gm3716)
TFG	ENSMUST00000141404	Mus musculus	Trk-fused gene(Tfg)
TFG	ENSMUST00000127994	Mus musculus	Trk-fused gene(Tfg)
TFG	ENSMUST00000065515	Mus musculus	Trk-fused gene(Tfg)
TFG	ENSMUST00000156522	Mus musculus	Trk-fused gene(Tfg)
TFG	ENSMUST00000128551	Mus musculus	Trk-fused gene(Tfg)
TFG	ENSMUST00000121554	Mus musculus	Trk-fused gene(Tfg)
TFG	ENSMUST00000136394	Mus musculus	Trk-fused gene(Tfg)
WDR90	ENSMUST00000176963	Mus musculus	WD repeat domain 90(Wdr90)
WDR90	ENSMUST00000176983	Mus musculus	WD repeat domain 90(Wdr90)
WDR90	ENSMUST00000177170	Mus musculus	WD repeat domain 90(Wdr90)
WDR90	ENSMUST00000176575	Mus musculus	WD repeat domain 90(Wdr90)
WDR90	ENSMUST00000176170	Mus musculus	WD repeat domain 90(Wdr90)
WDR90	ENSMUST00000176923	Mus musculus	WD repeat domain 90(Wdr90)
WDR90	ENSMUST00000177017	Mus musculus	WD repeat domain 90(Wdr90)
WDR90	ENSMUST00000176678	Mus musculus	WD repeat domain 90(Wdr90)
WDR90	ENSMUST00000079461	Mus musculus	WD repeat domain 90(Wdr90)
WDR90	ENSMUST00000177031	Mus musculus	WD repeat domain 90(Wdr90)
WDR90	ENSMUST00000177340	Mus musculus	WD repeat domain 90(Wdr90)
OBFC1	ENSMUST00000182808	Mus musculus	oligonucleotide/oligosaccharide-binding fold containing 1(Obfc1)
OBFC1	ENSMUST00000182291	Mus musculus	oligonucleotide/oligosaccharide-binding fold containing 1(Obfc1)
OBFC1	ENSMUST00000183004	Mus musculus	oligonucleotide/oligosaccharide-binding fold containing 1(Obfc1)
OBFC1	ENSMUST00000182873	Mus musculus	oligonucleotide/oligosaccharide-binding fold containing 1(Obfc1)
OBFC1	ENSMUST00000182654	Mus musculus	oligonucleotide/oligosaccharide-binding fold containing 1(Obfc1)
OBFC1	ENSMUST00000049369	Mus musculus	oligonucleotide/oligosaccharide-binding fold containing 1(Obfc1)
OBFC1	ENSMUST00000182431	Mus musculus	oligonucleotide/oligosaccharide-binding fold containing 1(Obfc1)
OBFC1	ENSMUST00000182714	Mus musculus	oligonucleotide/oligosaccharide-binding fold containing 1(Obfc1)
OBFC1	ENSMUST00000183283	Mus musculus	oligonucleotide/oligosaccharide-binding fold containing 1(Obfc1)
OBFC1	ENSMUST00000182251	Mus musculus	oligonucleotide/oligosaccharide-binding fold containing 1(Obfc1)
AP1S1	ENSMUST00000129356	Mus musculus	adaptor protein complex AP-1, sigma 1(Ap1s1)
AP1S1	ENSMUST00000111080	Mus musculus	adaptor protein complex AP-1, sigma 1(Ap1s1)
AP1S1	ENSMUST00000144303	Mus musculus	adaptor protein complex AP-1, sigma 1(Ap1s1)
AP1S1	ENSMUST00000150603	Mus musculus	adaptor protein complex AP-1, sigma 1(Ap1s1)
AP1S1	ENSMUST00000154183	Mus musculus	adaptor protein complex AP-1, sigma 1(Ap1s1)
NCKAP5	ENSMUST00000160693	Mus musculus	NCK-associated protein 5(Nckap5)
NCKAP5	ENSMUST00000057846	Mus musculus	NCK-associated protein 5(Nckap5)
NCKAP5	ENSMUST00000112583	Mus musculus	NCK-associated protein 5(Nckap5)
NCKAP5	ENSMUST00000162664	Mus musculus	NCK-associated protein 5(Nckap5)
NCKAP5	ENSMUST00000159934	Mus musculus	NCK-associated protein 5(Nckap5)
NCKAP5	ENSMUST00000161954	Mus musculus	NCK-associated protein 5(Nckap5)
NCKAP5	ENSMUST00000162647	Mus musculus	NCK-associated protein 5(Nckap5)
NCKAP5	ENSMUST00000094609	Mus musculus	NCK-associated protein 5(Nckap5)
NCKAP5	ENSMUST00000162646	Mus musculus	NCK-associated protein 5(Nckap5)
NCKAP5	ENSMUST00000162877	Mus musculus	NCK-associated protein 5(Nckap5)
NCKAP5	ENSMUST00000094610	Mus musculus	NCK-associated protein 5(Nckap5)
NCKAP5	ENSMUST00000160736	Mus musculus	NCK-associated protein 5(Nckap5)
GAMT	ENSMUST00000020359	Mus musculus	guanidinoacetate methyltransferase(Gamt)
GAMT	ENSMUST00000105363	Mus musculus	guanidinoacetate methyltransferase(Gamt)
GAMT	ENSMUST00000148615	Mus musculus	guanidinoacetate methyltransferase(Gamt)
GAMT	ENSMUST00000144798	Mus musculus	guanidinoacetate methyltransferase(Gamt)
PRKCH	ENSMUST00000119092	Mus musculus	protein kinase C, eta(Prkch)
PRKCH	ENSMUST00000021527	Mus musculus	protein kinase C, eta(Prkch)
NUP210	ENSMUST00000123340	Mus musculus	nucleoporin 210(Nup210)
NUP210	ENSMUST00000141952	Mus musculus	nucleoporin 210(Nup210)
NUP210	ENSMUST00000148397	Mus musculus	nucleoporin 210(Nup210)
NUP210	ENSMUST00000142951	Mus musculus	nucleoporin 210(Nup210)
NUP210	ENSMUST00000032179	Mus musculus	nucleoporin 210(Nup210)
NUP210	ENSMUST00000113509	Mus musculus	nucleoporin 210(Nup210)
NUP210	ENSMUST00000203434	Mus musculus	nucleoporin 210(Nup210)
NUP210	ENSMUST00000153350	Mus musculus	nucleoporin 210(Nup210)
NUP210	ENSMUST00000151437	Mus musculus	nucleoporin 210(Nup210)
NUP210	ENSMUST00000139051	Mus musculus	nucleoporin 210(Nup210)
NUP210	ENSMUST00000204740	Mus musculus	nucleoporin 210(Nup210)
DDX11	ENSMUST00000163605	Mus musculus	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11(Ddx11)
PRKCE	ENSMUST00000097275	Mus musculus	protein kinase C, epsilon(Prkce)
PRKCE	ENSMUST00000097274	Mus musculus	protein kinase C, epsilon(Prkce)
PRKCE	ENSMUST00000142003	Mus musculus	protein kinase C, epsilon(Prkce)
PRKCE	ENSMUST00000150486	Mus musculus	protein kinase C, epsilon(Prkce)
PRKCE	ENSMUST00000136986	Mus musculus	protein kinase C, epsilon(Prkce)
WDR75	ENSMUST00000143737	Mus musculus	WD repeat domain 75(Wdr75)
WDR75	ENSMUST00000186651	Mus musculus	WD repeat domain 75(Wdr75)
WDR75	ENSMUST00000154436	Mus musculus	WD repeat domain 75(Wdr75)
WDR75	ENSMUST00000135662	Mus musculus	WD repeat domain 75(Wdr75)
WDR75	ENSMUST00000027139	Mus musculus	WD repeat domain 75(Wdr75)
WDR75	ENSMUST00000142145	Mus musculus	WD repeat domain 75(Wdr75)
WDR75	ENSMUST00000186308	Mus musculus	WD repeat domain 75(Wdr75)
WDR75	ENSMUST00000146602	Mus musculus	WD repeat domain 75(Wdr75)
WDR75	ENSMUST00000147308	Mus musculus	WD repeat domain 75(Wdr75)
HCFC1	ENSMUST00000128325	Mus musculus	host cell factor C1(Hcfc1)
HCFC1	ENSMUST00000128136	Mus musculus	host cell factor C1(Hcfc1)
HCFC1	ENSMUST00000156204	Mus musculus	host cell factor C1(Hcfc1)
HCFC1	ENSMUST00000114372	Mus musculus	host cell factor C1(Hcfc1)
HCFC1	ENSMUST00000033761	Mus musculus	host cell factor C1(Hcfc1)
HCFC1	ENSMUST00000131091	Mus musculus	host cell factor C1(Hcfc1)
NUP93	ENSMUST00000109547	Mus musculus	nucleoporin 93(Nup93)
NUP93	ENSMUST00000079961	Mus musculus	nucleoporin 93(Nup93)
MTAP	ENSMUST00000204571	Mus musculus	methylthioadenosine phosphorylase(Mtap)
MTAP	ENSMUST00000058030	Mus musculus	methylthioadenosine phosphorylase(Mtap)
FAM169B	ENSMUST00000125685	Mus musculus	family with sequence similarity 169, member B(Fam169b)
FAM169B	ENSMUST00000153458	Mus musculus	family with sequence similarity 169, member B(Fam169b)
FAM169B	ENSMUST00000098378	Mus musculus	family with sequence similarity 169, member B(Fam169b)
FAM169B	ENSMUST00000208070	Mus musculus	family with sequence similarity 169, member B(Fam169b)
FAM169B	ENSMUST00000153805	Mus musculus	family with sequence similarity 169, member B(Fam169b)
FREM1	ENSMUST00000127886	Mus musculus	Fras1 related extracellular matrix protein 1(Frem1)
FREM1	ENSMUST00000130889	Mus musculus	Fras1 related extracellular matrix protein 1(Frem1)
FREM1	ENSMUST00000141841	Mus musculus	Fras1 related extracellular matrix protein 1(Frem1)
FREM1	ENSMUST00000107230	Mus musculus	Fras1 related extracellular matrix protein 1(Frem1)
FREM1	ENSMUST00000131102	Mus musculus	Fras1 related extracellular matrix protein 1(Frem1)
FREM1	ENSMUST00000170248	Mus musculus	Fras1 related extracellular matrix protein 1(Frem1)
FREM1	ENSMUST00000133610	Mus musculus	Fras1 related extracellular matrix protein 1(Frem1)
FREM1	ENSMUST00000071708	Mus musculus	Fras1 related extracellular matrix protein 1(Frem1)
NUP205	ENSMUST00000201842	Mus musculus	nucleoporin 205(Nup205)
NUP205	ENSMUST00000202898	Mus musculus	nucleoporin 205(Nup205)
NUP205	ENSMUST00000170234	Mus musculus	nucleoporin 205(Nup205)
NUP205	ENSMUST00000043815	Mus musculus	nucleoporin 205(Nup205)
NUP205	ENSMUST00000201374	Mus musculus	nucleoporin 205(Nup205)
NUP205	ENSMUST00000201609	Mus musculus	nucleoporin 205(Nup205)
NUP205	ENSMUST00000200739	Mus musculus	nucleoporin 205(Nup205)
PRKDC	ENSMUST00000023352	Mus musculus	protein kinase, DNA activated, catalytic polypeptide(Prkdc)
PRKDC	ENSMUST00000182134	Mus musculus	protein kinase, DNA activated, catalytic polypeptide(Prkdc)
PRDM11	ENSMUST00000111272	Mus musculus	PR domain containing 11(Prdm11)
PRDM11	ENSMUST00000178666	Mus musculus	PR domain containing 11(Prdm11)
PRDM11	ENSMUST00000111274	Mus musculus	PR domain containing 11(Prdm11)
PRDM11	ENSMUST00000130441	Mus musculus	PR domain containing 11(Prdm11)
PRDM11	ENSMUST00000147339	Mus musculus	PR domain containing 11(Prdm11)
GNS	ENSMUST00000040344	Mus musculus	glucosamine (N-acetyl)-6-sulfatase(Gns)
ANAPC11	ENSMUST00000148114	Mus musculus	anaphase promoting complex subunit 11(Anapc11)
ANAPC11	ENSMUST00000026128	Mus musculus	anaphase promoting complex subunit 11(Anapc11)
ANAPC11	ENSMUST00000093140	Mus musculus	anaphase promoting complex subunit 11(Anapc11)
ANAPC11	ENSMUST00000129263	Mus musculus	anaphase promoting complex subunit 11(Anapc11)
FAM171A1	ENSMUST00000062934	Mus musculus	family with sequence similarity 171, member A1(Fam171a1)
FAM171A1	ENSMUST00000072955	Mus musculus	family with sequence similarity 171, member A1(Fam171a1)
FAM171A1	ENSMUST00000115099	Mus musculus	family with sequence similarity 171, member A1(Fam171a1)
FAM171A1	ENSMUST00000091505	Mus musculus	family with sequence similarity 171, member A1(Fam171a1)
FAM171A2	ENSMUST00000152015	Mus musculus	family with sequence similarity 171, member A2(Fam171a2)
FAM171A2	ENSMUST00000145190	Mus musculus	family with sequence similarity 171, member A2(Fam171a2)
FAM171A2	ENSMUST00000049057	Mus musculus	family with sequence similarity 171, member A2(Fam171a2)
LDHA	ENSMUST00000092621	Mus musculus	lactate dehydrogenase A(Ldha)
LDHA	ENSMUST00000048209	Mus musculus	lactate dehydrogenase A(Ldha)
LDHA	ENSMUST00000124696	Mus musculus	lactate dehydrogenase A(Ldha)
LDHA	ENSMUST00000125862	Mus musculus	lactate dehydrogenase A(Ldha)
LDHA	ENSMUST00000133062	Mus musculus	lactate dehydrogenase A(Ldha)
LDHA	ENSMUST00000132157	Mus musculus	lactate dehydrogenase A(Ldha)
LDHA	ENSMUST00000147535	Mus musculus	lactate dehydrogenase A(Ldha)
LDHA	ENSMUST00000005051	Mus musculus	lactate dehydrogenase A(Ldha)
ST3GAL5	ENSMUST00000114112	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 5(St3gal5)
ST3GAL5	ENSMUST00000187007	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 5(St3gal5)
ST3GAL5	ENSMUST00000069994	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 5(St3gal5)
ST3GAL5	ENSMUST00000188366	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 5(St3gal5)
PROM2	ENSMUST00000103214	Mus musculus	prominin 2(Prom2)
PROM2	ENSMUST00000140156	Mus musculus	prominin 2(Prom2)
PROM2	ENSMUST00000028855	Mus musculus	prominin 2(Prom2)
PROM2	ENSMUST00000155581	Mus musculus	prominin 2(Prom2)
LHPP	ENSMUST00000106170	Mus musculus	phospholysine phosphohistidine inorganic pyrophosphate phosphatase(Lhpp)
LHPP	ENSMUST00000133969	Mus musculus	phospholysine phosphohistidine inorganic pyrophosphate phosphatase(Lhpp)
LHPP	ENSMUST00000130672	Mus musculus	phospholysine phosphohistidine inorganic pyrophosphate phosphatase(Lhpp)
LHPP	ENSMUST00000033241	Mus musculus	phospholysine phosphohistidine inorganic pyrophosphate phosphatase(Lhpp)
LHPP	ENSMUST00000148669	Mus musculus	phospholysine phosphohistidine inorganic pyrophosphate phosphatase(Lhpp)
CEP78	ENSMUST00000047704	Mus musculus	centrosomal protein 78(Cep78)
FDFT1	ENSMUST00000054963	Mus musculus	farnesyl diphosphate farnesyl transferase 1(Fdft1)
PLK5	ENSMUST00000152544	Mus musculus	polo-like kinase 5(Plk5)
PLK5	ENSMUST00000039836	Mus musculus	polo-like kinase 5(Plk5)
PLK5	ENSMUST00000105351	Mus musculus	polo-like kinase 5(Plk5)
PLK5	ENSMUST00000146826	Mus musculus	polo-like kinase 5(Plk5)
HOMER2	ENSMUST00000207289	Mus musculus	homer scaffolding protein 2(Homer2)
HOMER2	ENSMUST00000207991	Mus musculus	homer scaffolding protein 2(Homer2)
HOMER2	ENSMUST00000208937	Mus musculus	homer scaffolding protein 2(Homer2)
HOMER2	ENSMUST00000207371	Mus musculus	homer scaffolding protein 2(Homer2)
HOMER2	ENSMUST00000026922	Mus musculus	homer scaffolding protein 2(Homer2)
